type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63
11,-0.030936349183321,-0.18050770461559296,0.12705793976783752,0.2627871632575989,0.2856098711490631,-0.025791412219405174,-0.35203197598457336,0.02633368968963623,0.22642794251441956,0.04171893000602722,-0.00954423751682043,-0.021500172093510628,0.25993552803993225,0.17169609665870667,-0.019530201330780983,-0.18431097269058228,-0.0629621148109436,0.2225319892168045,0.24858304858207703,0.044427189975976944,-0.07273301482200623,-0.0808395966887474,-0.07084804773330688,-0.09761364758014679,0.06901722401380539,-0.0518888421356678,-0.14986126124858856,-0.09689830243587494,0.07289782911539078,-0.01355572696775198,0.13268420100212097,-0.2804625332355499,0.22124506533145905,-0.2673233449459076,-0.32953622937202454,-0.30737337470054626,0.003983336500823498,0.13580694794654846,0.06218985840678215,-0.182808518409729,0.3256993293762207,0.02047862485051155,0.1420818716287613,0.10856733471155167,-0.037140149623155594,-0.2697235345840454,-0.18189434707164764,0.03004741296172142,-0.11821745336055756,-0.0969887524843216,-0.043834567070007324,0.48454549908638,0.285606324672699,0.20562627911567688,0.12031087279319763,-0.3273102939128876,0.45786023139953613,0.040339983999729156,0.09267857670783997,-0.06640782952308655,0.43692776560783386,0.1685795933008194,-0.22085778415203094,0.2660772204399109
12,-0.015165400691330433,-0.19161860644817352,0.1139431819319725,0.2795257270336151,0.29099324345588684,-0.03225674480199814,-0.3166508376598358,0.05042245239019394,0.1866500824689865,0.024456245824694633,-0.020042074844241142,0.006416629534214735,0.1990375816822052,0.1479993611574173,0.008104009553790092,-0.16898763179779053,-0.06341204047203064,0.220249742269516,0.22183062136173248,0.040819454938173294,-0.06615790724754333,-0.06623640656471252,-0.08368363231420517,-0.10512002557516098,0.05719214677810669,-0.06208154559135437,-0.12265376001596451,-0.04366440698504448,0.05143032968044281,-0.0012875314569100738,0.08048407733440399,-0.2650088667869568,0.2066832035779953,-0.270622581243515,-0.2982400059700012,-0.2677500247955322,0.007364447694271803,0.12098343670368195,0.05907614901661873,-0.16363470256328583,0.28181082010269165,0.030525799840688705,0.11407671123743057,0.08766619116067886,-0.05039595440030098,-0.2230893224477768,-0.14244437217712402,0.02327718399465084,-0.09826331585645676,-0.09785384684801102,-0.06769106537103653,0.42470628023147583,0.23959876596927643,0.22083409130573273,0.11643791943788528,-0.31515994668006897,0.436737060546875,0.057650379836559296,0.08486705273389816,-0.05771346762776375,0.4100378751754761,0.15109112858772278,-0.2511870861053467,0.2302262932062149
13,-0.036397065967321396,-0.19118723273277283,0.10849293321371078,0.24416270852088928,0.26081451773643494,-0.020806919783353806,-0.32519951462745667,0.06297764182090759,0.2221417874097824,0.04065977409482002,-0.007298486307263374,-0.004767070524394512,0.23255416750907898,0.17062705755233765,-0.03998206555843353,-0.1690530925989151,-0.07501242309808731,0.23241280019283295,0.21401183307170868,0.04389993101358414,-0.07534322142601013,-0.07190720736980438,-0.046823736280202866,-0.11290890723466873,0.05925264582037926,-0.053505267947912216,-0.14226411283016205,-0.07360279560089111,0.08184473216533661,-0.011163388378918171,0.12311439961194992,-0.24716797471046448,0.20769453048706055,-0.2588278353214264,-0.30430176854133606,-0.2880406081676483,0.03204057365655899,0.13393285870552063,0.04194893687963486,-0.16558937728405,0.3010125756263733,0.030281992629170418,0.11628688871860504,0.09140166640281677,-0.027635134756565094,-0.25767791271209717,-0.16842007637023926,0.002157500246539712,-0.0912722572684288,-0.10670360922813416,-0.04289852827787399,0.4229593873023987,0.279457151889801,0.19390365481376648,0.0726647600531578,-0.30962586402893066,0.4262539744377136,0.013125784695148468,0.08282925933599472,-0.05586567521095276,0.4193446636199951,0.1457889974117279,-0.20851051807403564,0.23097622394561768
14,-0.010037670843303204,-0.1956414431333542,0.138266921043396,0.28087449073791504,0.2969510853290558,-0.03425365686416626,-0.3373417556285858,0.054671015590429306,0.2032729536294937,0.03122909553349018,-0.04410674050450325,0.008593816310167313,0.25790324807167053,0.16074521839618683,-0.007093793712556362,-0.17265647649765015,-0.08587213605642319,0.23881278932094574,0.2419164776802063,0.0607859306037426,-0.06731483340263367,-0.06851373612880707,-0.08659399300813675,-0.10066806524991989,0.08053358644247055,-0.06176690757274628,-0.16731290519237518,-0.08380622416734695,0.08698628097772598,-0.03847639635205269,0.12335254997015,-0.2848716080188751,0.20813193917274475,-0.29767727851867676,-0.3322635889053345,-0.3109343647956848,-0.011004879139363766,0.12904025614261627,0.07571297138929367,-0.1620825082063675,0.3199576437473297,0.03875395655632019,0.12063409388065338,0.116557776927948,-0.02174649015069008,-0.25739428400993347,-0.17900113761425018,-0.007007385138422251,-0.10400338470935822,-0.11062675714492798,-0.019423192366957664,0.4899715781211853,0.27229347825050354,0.21051840484142303,0.10118135809898376,-0.338124543428421,0.5048794150352478,0.011428005993366241,0.08316002786159515,-0.06166979670524597,0.43627092242240906,0.17074492573738098,-0.24460113048553467,0.26389142870903015
15,-0.03432200103998184,-0.1895025372505188,0.12387754023075104,0.2604508697986603,0.27433112263679504,-0.03604552894830704,-0.3495326340198517,0.06059101223945618,0.2217911332845688,0.03965486213564873,-0.01939842849969864,0.004001266788691282,0.25007763504981995,0.17010490596294403,-0.014834079891443253,-0.19824938476085663,-0.06372209638357162,0.21492893993854523,0.23865891993045807,0.03313836082816124,-0.08913931995630264,-0.071512371301651,-0.04578408971428871,-0.11147063225507736,0.06350116431713104,-0.03811235353350639,-0.1665148288011551,-0.11379710584878922,0.06957194954156876,-0.0009563525673002005,0.11179656535387039,-0.2827495038509369,0.21865703165531158,-0.277099609375,-0.3398849666118622,-0.29595234990119934,0.019659005105495453,0.1479082554578781,0.05016224831342697,-0.17385351657867432,0.32928505539894104,0.02040989324450493,0.13641434907913208,0.1234852597117424,-0.02244464121758938,-0.2606249451637268,-0.1706373244524002,0.009223810397088528,-0.11472366005182266,-0.11102720350027084,-0.009770653210580349,0.45511552691459656,0.2922961413860321,0.20660507678985596,0.09618999809026718,-0.3257327973842621,0.4545867443084717,0.033414289355278015,0.08071041852235794,-0.030469203367829323,0.438300222158432,0.16102460026741028,-0.21085688471794128,0.24370530247688293
16,-0.012880897149443626,-0.20127840340137482,0.14300879836082458,0.27467891573905945,0.31892022490501404,-0.05308689549565315,-0.36608654260635376,0.03603330999612808,0.22266295552253723,0.03839537501335144,-0.036375273019075394,-0.0016263353172689676,0.271863728761673,0.17630232870578766,-0.006258989684283733,-0.18588989973068237,-0.06517484784126282,0.2200457900762558,0.28120580315589905,0.04995979741215706,-0.07420507073402405,-0.08390364050865173,-0.10112379491329193,-0.11259524524211884,0.08108070492744446,-0.060297925025224686,-0.16015343368053436,-0.11967733502388,0.058792147785425186,-0.04410132020711899,0.1354377418756485,-0.3076508343219757,0.2244192212820053,-0.29672059416770935,-0.35486164689064026,-0.329923540353775,0.0025367429479956627,0.12076258659362793,0.08411797881126404,-0.1830233633518219,0.34953364729881287,0.01258160825818777,0.1639033704996109,0.12119719386100769,-0.04551900178194046,-0.2709614336490631,-0.19844534993171692,0.019996516406536102,-0.12223704904317856,-0.09322555363178253,-0.03650626912713051,0.5229750275611877,0.2903761565685272,0.22591304779052734,0.12430346012115479,-0.3370651304721832,0.5017653107643127,0.04838366433978081,0.0866163894534111,-0.042605601251125336,0.4409928023815155,0.19423416256904602,-0.24816399812698364,0.28266480565071106
17,-0.028870001435279846,-0.20900315046310425,0.1350977122783661,0.23947110772132874,0.28631770610809326,-0.028612900525331497,-0.32611167430877686,0.05829785391688347,0.2054436355829239,0.023480169475078583,-0.02578592672944069,0.001116658328101039,0.25845855474472046,0.16665630042552948,-0.021233050152659416,-0.17360064387321472,-0.07110366225242615,0.23726429045200348,0.2495288997888565,0.055727072060108185,-0.07974756509065628,-0.08614268898963928,-0.07985922694206238,-0.10599488019943237,0.0638764277100563,-0.06400366872549057,-0.15472298860549927,-0.0975504145026207,0.07306840270757675,-0.03089185245335102,0.10820849984884262,-0.2659527659416199,0.2093094438314438,-0.29390570521354675,-0.3351227641105652,-0.3015891909599304,0.016011422500014305,0.13398821651935577,0.04729786515235901,-0.1634887158870697,0.32322385907173157,0.024353189393877983,0.126778706908226,0.1052398532629013,-0.019632061943411827,-0.2653408348560333,-0.17790068686008453,0.007073899265378714,-0.10112208873033524,-0.10246800631284714,-0.02869366854429245,0.4712247848510742,0.28031179308891296,0.19853663444519043,0.08939604461193085,-0.3176615536212921,0.46695953607559204,0.016747474670410156,0.07704788446426392,-0.043514300137758255,0.4258843958377838,0.16589514911174774,-0.23532605171203613,0.2566918134689331
18,-0.030071089044213295,-0.20609183609485626,0.12876303493976593,0.25147634744644165,0.28064727783203125,-0.0168757326900959,-0.33382970094680786,0.06319878250360489,0.2170407474040985,0.037719015032052994,-0.020408835262060165,-0.018767928704619408,0.26859140396118164,0.18562956154346466,-0.020259737968444824,-0.175080806016922,-0.060848530381917953,0.23435911536216736,0.24229975044727325,0.05644690990447998,-0.05388091504573822,-0.07250937074422836,-0.07465125620365143,-0.10004439204931259,0.056712422519922256,-0.06724721938371658,-0.1568167805671692,-0.11028212308883667,0.09972802549600601,-0.04869869723916054,0.1310151070356369,-0.2475016862154007,0.18661177158355713,-0.2829548716545105,-0.31943249702453613,-0.31565457582473755,0.002662402344867587,0.13034795224666595,0.046388961374759674,-0.18471311032772064,0.331297904253006,0.0369255468249321,0.11930365115404129,0.11285620927810669,-0.02133750542998314,-0.2721087336540222,-0.1804804503917694,-0.008710647001862526,-0.09742323309183121,-0.10704928636550903,-0.02140515297651291,0.47059541940689087,0.28823918104171753,0.19947808980941772,0.08046011626720428,-0.3446310758590698,0.47877487540245056,-0.0006521785981021821,0.08788862824440002,-0.058388300240039825,0.4362748861312866,0.16439186036586761,-0.21960818767547607,0.24240180850028992
19,-0.030290452763438225,-0.17113204300403595,0.11748240143060684,0.2620028555393219,0.2838877737522125,-0.03538709133863449,-0.3542548418045044,0.04910079389810562,0.2162286341190338,0.03403701260685921,-0.024473467841744423,0.01305197924375534,0.2444017231464386,0.1708560287952423,-0.011444446630775928,-0.1835525631904602,-0.06497400999069214,0.21556653082370758,0.25623786449432373,0.0479886531829834,-0.0747910887002945,-0.05864138528704643,-0.07404286414384842,-0.11375375837087631,0.08167842775583267,-0.06045224145054817,-0.16400279104709625,-0.11166870594024658,0.06696385890245438,-0.012763412669301033,0.11495911329984665,-0.28792616724967957,0.21393613517284393,-0.29429003596305847,-0.32944256067276,-0.29665055871009827,0.0026601192075759172,0.12657149136066437,0.06448134034872055,-0.17593011260032654,0.33106014132499695,0.014135926961898804,0.1401224285364151,0.10958049446344376,-0.03424333781003952,-0.25155240297317505,-0.17727448046207428,0.013045494444668293,-0.11494194716215134,-0.11281313002109528,-0.027249179780483246,0.4860496520996094,0.27730032801628113,0.19695276021957397,0.10712292045354843,-0.30277952551841736,0.4738192558288574,0.03270593658089638,0.0837312713265419,-0.0497044213116169,0.42733657360076904,0.17805282771587372,-0.22133156657218933,0.2483786642551422
20,-0.031206443905830383,-0.2083270251750946,0.11924877762794495,0.2656939625740051,0.2567770779132843,-0.014567382633686066,-0.31022244691848755,0.06321241706609726,0.20154818892478943,0.015480131842195988,-0.01805316098034382,-0.016210397705435753,0.2615446150302887,0.15479326248168945,-0.023905400186777115,-0.16663213074207306,-0.07882168889045715,0.25714102387428284,0.2347835898399353,0.07691715657711029,-0.05578029900789261,-0.06037203222513199,-0.05785850062966347,-0.08876027166843414,0.057819053530693054,-0.06346993148326874,-0.1509983092546463,-0.0891067311167717,0.10042101889848709,-0.035825714468955994,0.138954296708107,-0.21892492473125458,0.18190522491931915,-0.27230697870254517,-0.32422956824302673,-0.30413249135017395,-0.003735898993909359,0.1271926462650299,0.038779161870479584,-0.15351885557174683,0.3033681809902191,0.041824355721473694,0.1028665080666542,0.0883830338716507,0.006404135841876268,-0.26414570212364197,-0.17161379754543304,-0.008245617151260376,-0.0909787118434906,-0.11525321006774902,0.0005737642059102654,0.45998358726501465,0.2794894576072693,0.1891883909702301,0.06915099173784256,-0.34274712204933167,0.468963086605072,-0.006512547843158245,0.059181418269872665,-0.06571021676063538,0.42427554726600647,0.16542300581932068,-0.20774653553962708,0.22668282687664032
21,-0.03664208576083183,-0.17857182025909424,0.12788993120193481,0.25893187522888184,0.2701834738254547,-0.007192789576947689,-0.32932379841804504,0.06218569725751877,0.2093769907951355,0.0413244366645813,-0.0035679994616657495,-0.008124991320073605,0.25271347165107727,0.1788852959871292,-0.025382181629538536,-0.17182105779647827,-0.05643305554986,0.23093225061893463,0.24940839409828186,0.05261211469769478,-0.06801355630159378,-0.06570407748222351,-0.07305078953504562,-0.10652364790439606,0.06643616408109665,-0.06652861088514328,-0.13312026858329773,-0.09877834469079971,0.10319732129573822,-0.019423000514507294,0.11805901676416397,-0.2575260102748871,0.21552883088588715,-0.27859941124916077,-0.3083094656467438,-0.29522085189819336,0.014635422267019749,0.145294651389122,0.04765548184514046,-0.1862221509218216,0.31525132060050964,0.04022165387868881,0.12842442095279694,0.10611778497695923,-0.033497441560029984,-0.26595473289489746,-0.17008298635482788,-0.004400397650897503,-0.09022217988967896,-0.11150725185871124,-0.024957837536931038,0.45470577478408813,0.28207075595855713,0.21021103858947754,0.06193837150931358,-0.32722845673561096,0.471739798784256,0.0319875068962574,0.08487164974212646,-0.06329769641160965,0.4343489110469818,0.15078593790531158,-0.2211197316646576,0.24265903234481812
22,-0.02402425743639469,-0.17547065019607544,0.11537204682826996,0.2330118715763092,0.2776193916797638,-0.037525683641433716,-0.3133893311023712,0.04768483713269234,0.17320497334003448,0.027978239580988884,-0.015744052827358246,-0.008783681318163872,0.22008472681045532,0.13170665502548218,0.0006060381419956684,-0.17620164155960083,-0.0741661787033081,0.20336109399795532,0.22377534210681915,0.04494490101933479,-0.06482425332069397,-0.07691245526075363,-0.070589579641819,-0.09781879186630249,0.053014837205410004,-0.04679077863693237,-0.14095064997673035,-0.10062724351882935,0.04963570460677147,-0.010801106691360474,0.08587999641895294,-0.2550048232078552,0.1842799335718155,-0.26498129963874817,-0.3050090968608856,-0.26968255639076233,0.007240927778184414,0.11793020367622375,0.05940559133887291,-0.14193032681941986,0.294562429189682,0.018270477652549744,0.1266152560710907,0.10637961328029633,-0.017747340723872185,-0.23034878075122833,-0.16577641665935516,0.017605142667889595,-0.11264843493700027,-0.08460073173046112,-0.031090646982192993,0.42570677399635315,0.23569078743457794,0.18879714608192444,0.0995025560259819,-0.28524625301361084,0.4184393882751465,0.031490713357925415,0.0676807388663292,-0.018343351781368256,0.3919168710708618,0.16411390900611877,-0.21334335207939148,0.22536616027355194
